"date","Item","Element","Value"
2020-03-17,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",12.4
2020-03-17,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",11.7
2020-03-17,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-38.4
2020-03-17,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-10.4
2020-03-17,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-8.5
2020-03-17,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-6
2020-03-17,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-6
2020-03-17,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-9.4
2020-03-17,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",17.5
2020-03-17,"EURO FX - CME","Speculators net position (% of OI)",46.2
2020-03-17,"JAPANESE YEN - CME","Speculators net position (% of OI)",21.7
2020-03-17,"MEXICAN PESO - CME","Speculators net position (% of OI)",38.9
2020-03-17,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",3.2
2020-03-17,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",3.2
2020-03-17,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-42.2
2020-03-17,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",19.2
2020-03-17,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",10.5
2020-03-17,"SWISS FRANC - CME","Speculators net position (% of OI)",32.3
2020-03-17,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",17.2
2020-03-17,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",12
2020-03-17,"VIX FUTURES - CBOE","Speculators net position (% of OI)",8.8
2020-03-24,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-3.8
2020-03-24,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-10.6
2020-03-24,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",5.6
2020-03-24,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-9.8
2020-03-24,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-11.3
2020-03-24,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",38.5
2020-03-24,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",20.9
2020-03-24,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",16.5
2020-03-24,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",1
2020-03-24,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",1
2020-03-24,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",15.8
2020-03-24,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-12.7
2020-03-24,"EURO FX - CME","Smart money net position (% of OI)",-45.6
2020-03-24,"JAPANESE YEN - CME","Smart money net position (% of OI)",-13.6
2020-03-24,"MEXICAN PESO - CME","Smart money net position (% of OI)",-20.8
2020-03-24,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-15.8
2020-03-24,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-15.8
2020-03-24,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",39
2020-03-24,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-26.1
2020-03-24,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-8.9
2020-03-24,"SWISS FRANC - CME","Smart money net position (% of OI)",-26.6
2020-03-24,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-24.3
2020-03-24,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-10.9
2020-03-24,"VIX FUTURES - CBOE","Smart money net position (% of OI)",-3.2
2020-03-24,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",3.8
2020-03-24,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",10.6
2020-03-24,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-5.5
2020-03-24,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",9.7
2020-03-24,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",11.3
2020-03-24,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-38.5
2020-03-24,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-20.9
2020-03-24,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-16.6
2020-03-24,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-0.999999999999999
2020-03-24,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-0.999999999999999
2020-03-24,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-15.9
2020-03-24,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",12.7
2020-03-24,"EURO FX - CME","Speculators net position (% of OI)",45.6
2020-03-24,"JAPANESE YEN - CME","Speculators net position (% of OI)",13.6
2020-03-24,"MEXICAN PESO - CME","Speculators net position (% of OI)",20.7
2020-03-24,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",15.7
2020-03-24,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",15.7
2020-03-24,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-38.9
2020-03-24,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",26.2
2020-03-24,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",9.1
2020-03-24,"SWISS FRANC - CME","Speculators net position (% of OI)",26.5
2020-03-24,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",24.2
2020-03-24,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11
2020-03-24,"VIX FUTURES - CBOE","Speculators net position (% of OI)",3.2
2020-03-31,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-3.7
2020-03-31,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-8.3
2020-03-31,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",8.9
2020-03-31,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-6.7
2020-03-31,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-10.4
2020-03-31,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",39.2
2020-03-31,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",20.3
2020-03-31,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",8.8
2020-03-31,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",28.7
2020-03-31,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",28.7
2020-03-31,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",16.5
2020-03-31,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-8
2020-03-31,"EURO FX - CME","Smart money net position (% of OI)",-47.9
2020-03-31,"JAPANESE YEN - CME","Smart money net position (% of OI)",-15.3
2020-03-31,"MEXICAN PESO - CME","Smart money net position (% of OI)",-9.9
2020-03-31,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-2.4
2020-03-31,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-2.4
2020-03-31,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",37.4
2020-03-31,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-12.8
2020-03-31,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-1.5
2020-03-31,"SWISS FRANC - CME","Smart money net position (% of OI)",-26.4
2020-03-31,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-29
2020-03-31,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-12.6
2020-03-31,"VIX FUTURES - CBOE","Smart money net position (% of OI)",3.5
2020-03-31,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",3.7
2020-03-31,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",8.2
2020-03-31,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-8.7
2020-03-31,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",6.8
2020-03-31,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",10.5
2020-03-31,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-39.1
2020-03-31,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-20.4
2020-03-31,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-8.8
2020-03-31,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-28.6
2020-03-31,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-28.6
2020-03-31,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-16.5
2020-03-31,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.1
2020-03-31,"EURO FX - CME","Speculators net position (% of OI)",47.9
2020-03-31,"JAPANESE YEN - CME","Speculators net position (% of OI)",15.3
2020-03-31,"MEXICAN PESO - CME","Speculators net position (% of OI)",9.7
2020-03-31,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",2.6
2020-03-31,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",2.6
2020-03-31,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-37.5
2020-03-31,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",12.8
2020-03-31,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",1.7
2020-03-31,"SWISS FRANC - CME","Speculators net position (% of OI)",26.5
2020-03-31,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",29.1
2020-03-31,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",12.5
2020-03-31,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-3.3
2020-04-07,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.9
2020-04-07,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-9.9
2020-04-07,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",9.1
2020-04-07,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-10.3
2020-04-07,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-11.3
2020-04-07,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",36.8
2020-04-07,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",17
2020-04-07,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",14.3
2020-04-07,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",29.6
2020-04-07,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",29.6
2020-04-07,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",17.4
2020-04-07,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-9.6
2020-04-07,"EURO FX - CME","Smart money net position (% of OI)",-50.2
2020-04-07,"JAPANESE YEN - CME","Smart money net position (% of OI)",-18.7
2020-04-07,"MEXICAN PESO - CME","Smart money net position (% of OI)",-7.9
2020-04-07,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",1.2
2020-04-07,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",1.2
2020-04-07,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",33.8
2020-04-07,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-17.7
2020-04-07,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-1
2020-04-07,"SWISS FRANC - CME","Smart money net position (% of OI)",-24.3
2020-04-07,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-31
2020-04-07,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-10.7
2020-04-07,"VIX FUTURES - CBOE","Smart money net position (% of OI)",6.4
2020-04-07,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.1
2020-04-07,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",9.9
2020-04-07,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-9.2
2020-04-07,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",10.4
2020-04-07,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",11.2
2020-04-07,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-36.8
2020-04-07,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-17
2020-04-07,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-14.3
2020-04-07,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-29.6
2020-04-07,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-29.6
2020-04-07,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-17.4
2020-04-07,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",9.6
2020-04-07,"EURO FX - CME","Speculators net position (% of OI)",50.3
2020-04-07,"JAPANESE YEN - CME","Speculators net position (% of OI)",18.8
2020-04-07,"MEXICAN PESO - CME","Speculators net position (% of OI)",7.9
2020-04-07,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",-1.1
2020-04-07,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",-1.1
2020-04-07,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-33.7
2020-04-07,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",17.9
2020-04-07,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",1
2020-04-07,"SWISS FRANC - CME","Speculators net position (% of OI)",24.4
2020-04-07,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",30.9
2020-04-07,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",10.6
2020-04-07,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-6.5
2020-04-14,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.9
2020-04-14,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-9.9
2020-04-14,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",6.2
2020-04-14,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-9.8
2020-04-14,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-11.2
2020-04-14,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",37.9
2020-04-14,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",17.4
2020-04-14,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",16.1
2020-04-14,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",34.1
2020-04-14,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",34.1
2020-04-14,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",15.2
2020-04-14,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-8.7
2020-04-14,"EURO FX - CME","Smart money net position (% of OI)",-51.2
2020-04-14,"JAPANESE YEN - CME","Smart money net position (% of OI)",-23.6
2020-04-14,"MEXICAN PESO - CME","Smart money net position (% of OI)",-5.8
2020-04-14,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",3.1
2020-04-14,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",3.1
2020-04-14,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",36.6
2020-04-14,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-12.9
2020-04-14,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",0
2020-04-14,"SWISS FRANC - CME","Smart money net position (% of OI)",-24.6
2020-04-14,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-30.9
2020-04-14,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-10.6
2020-04-14,"VIX FUTURES - CBOE","Smart money net position (% of OI)",7.1
2020-04-14,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.699999999999997
2020-04-14,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",9.9
2020-04-14,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-6.2
2020-04-14,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",9.9
2020-04-14,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",11.2
2020-04-14,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-38
2020-04-14,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-17.4
2020-04-14,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-16
2020-04-14,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-34.2
2020-04-14,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-34.2
2020-04-14,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-15.1
2020-04-14,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.7
2020-04-14,"EURO FX - CME","Speculators net position (% of OI)",51.3
2020-04-14,"JAPANESE YEN - CME","Speculators net position (% of OI)",23.6
2020-04-14,"MEXICAN PESO - CME","Speculators net position (% of OI)",5.8
2020-04-14,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",-3.1
2020-04-14,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",-3.1
2020-04-14,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-36.6
2020-04-14,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",12.9
2020-04-14,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",-0.100000000000001
2020-04-14,"SWISS FRANC - CME","Speculators net position (% of OI)",24.5
2020-04-14,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",30.9
2020-04-14,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",10.6
2020-04-14,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-7.1
2020-04-21,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.100000000000001
2020-04-21,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-9.4
2020-04-21,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",7.2
2020-04-21,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-11.5
2020-04-21,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-9.9
2020-04-21,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",36.7
2020-04-21,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",24.3
2020-04-21,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",20.2
2020-04-21,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",37.5
2020-04-21,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",37.5
2020-04-21,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",12.5
2020-04-21,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-9.6
2020-04-21,"EURO FX - CME","Smart money net position (% of OI)",-50.4
2020-04-21,"JAPANESE YEN - CME","Smart money net position (% of OI)",-27.4
2020-04-21,"MEXICAN PESO - CME","Smart money net position (% of OI)",-2
2020-04-21,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",2.2
2020-04-21,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",2.2
2020-04-21,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",39
2020-04-21,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-20
2020-04-21,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-0.699999999999999
2020-04-21,"SWISS FRANC - CME","Smart money net position (% of OI)",-25.1
2020-04-21,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-28.9
2020-04-21,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-11.3
2020-04-21,"VIX FUTURES - CBOE","Smart money net position (% of OI)",9.2
2020-04-21,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.0999999999999961
2020-04-21,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",9.3
2020-04-21,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-7.2
2020-04-21,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",11.5
2020-04-21,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",10.1
2020-04-21,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-36.8
2020-04-21,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-24.3
2020-04-21,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-20.2
2020-04-21,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-37.4
2020-04-21,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-37.4
2020-04-21,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-12.5
2020-04-21,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",9.8
2020-04-21,"EURO FX - CME","Speculators net position (% of OI)",50.5
2020-04-21,"JAPANESE YEN - CME","Speculators net position (% of OI)",27.4
2020-04-21,"MEXICAN PESO - CME","Speculators net position (% of OI)",2
2020-04-21,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",-2.1
2020-04-21,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",-2.1
2020-04-21,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-38.9
2020-04-21,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",19.9
2020-04-21,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",0.600000000000001
2020-04-21,"SWISS FRANC - CME","Speculators net position (% of OI)",25.2
2020-04-21,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",28.8
2020-04-21,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11.2
2020-04-21,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-9.1
2020-04-28,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.8
2020-04-28,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-7
2020-04-28,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",5.8
2020-04-28,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-15.8
2020-04-28,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-8.8
2020-04-28,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",34.3
2020-04-28,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",24.2
2020-04-28,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",20.4
2020-04-28,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",40.1
2020-04-28,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",40.1
2020-04-28,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",20.1
2020-04-28,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-8.6
2020-04-28,"EURO FX - CME","Smart money net position (% of OI)",-47.5
2020-04-28,"JAPANESE YEN - CME","Smart money net position (% of OI)",-35
2020-04-28,"MEXICAN PESO - CME","Smart money net position (% of OI)",-11.5
2020-04-28,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-0.699999999999999
2020-04-28,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-0.699999999999999
2020-04-28,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",36.3
2020-04-28,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",-14.6
2020-04-28,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",0.399999999999999
2020-04-28,"SWISS FRANC - CME","Smart money net position (% of OI)",-23.2
2020-04-28,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",-27.3
2020-04-28,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-13.5
2020-04-28,"VIX FUTURES - CBOE","Smart money net position (% of OI)",9.8
2020-04-28,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.800000000000002
2020-04-28,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",7
2020-04-28,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",-5.9
2020-04-28,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",15.7
2020-04-28,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",8.6
2020-04-28,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",-34.3
2020-04-28,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",-24.1
2020-04-28,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-20.3
2020-04-28,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",-40
2020-04-28,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",-40
2020-04-28,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",-20
2020-04-28,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.6
2020-04-28,"EURO FX - CME","Speculators net position (% of OI)",47.4
2020-04-28,"JAPANESE YEN - CME","Speculators net position (% of OI)",35.2
2020-04-28,"MEXICAN PESO - CME","Speculators net position (% of OI)",11.5
2020-04-28,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",0.800000000000002
2020-04-28,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",0.800000000000002
2020-04-28,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-36.2
2020-04-28,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",14.7
2020-04-28,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",-0.399999999999997
2020-04-28,"SWISS FRANC - CME","Speculators net position (% of OI)",23.2
2020-04-28,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",27.3
2020-04-28,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",13.3
2020-04-28,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-9.8
2020-05-05,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.3
2020-05-05,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-6.6
2020-05-05,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",3.7
2020-05-05,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-15.5
